TableName,AttributeName,AttributeValue,AttributeType
Leader,DisplayName,Leader,PnPClassDisplayName
Leader,GraphicalStyleName,Leader Style,PnPGraphical
MechanicalLink,BitwiseFlagValue,7,PnPClassFlagType
MechanicalLink,DisplayName,Mechanical Link,PnPClassDisplayName
MechanicalLink,GraphicalStyleName,MechanicalLink,PnPGraphical
Pneumatic,BitwiseFlagValue,3,PnPClassFlagType
Pneumatic,DisplayName,Pneumatic Signal Line,PnPClassDisplayName
Pneumatic,GraphicalStyleName,Pneumatic Style,PnPGraphical
Radiation,BitwiseFlagValue,8,PnPClassFlagType
Radiation,DisplayName,Radiation,PnPClassDisplayName
Software,BitwiseFlagValue,3,PnPClassFlagType
Software,DisplayName,Software Signal Line,PnPClassDisplayName
Software,GraphicalStyleName,Software Style,PnPGraphical
Tubing,BitwiseFlagValue,3,PnPClassFlagType
Tubing,DisplayName,Instrument Supply,PnPClassDisplayName
Tubing,GraphicalStyleName,Tubing Style,PnPGraphical
UndefinedSignal,BitwiseFlagValue,4,PnPClassFlagType
UndefinedSignal,DisplayName,Undefined Signal,PnPClassDisplayName
UndefinedSignal,GraphicalStyleName,ChangeMeStye,PnPGraphical
Nozzles,AnnotationStyleName,Tag,PnPAnnotation
Nozzles,BitwiseFlagValue,3,PnPClassFlagType
Nozzles,DisplayName,Nozzles,PnPClassDisplayName
Nozzles,GraphicalStyleName,Nozzles Style,PnPGraphical
Nozzles,TagFormatName,Nozzle Tag [N-Number],PnPTagFormat
AssumedNozzle,BitwiseFlagValue,15,PnPClassFlagType
AssumedNozzle,DisplayName,Assumed Nozzle,PnPClassDisplayName
AssumedNozzle,GraphicalStyleName,Assumed Nozzle Style,PnPGraphical
DoubleLineNozzle,BitwiseFlagValue,15,PnPClassFlagType
DoubleLineNozzle,DisplayName,Double Line Nozzle,PnPClassDisplayName
DoubleLineNozzle,GraphicalStyleName,Double Line Nozzle Style,PnPGraphical
FlangedNozzle,BitwiseFlagValue,15,PnPClassFlagType
FlangedNozzle,DisplayName,Flanged Nozzle,PnPClassDisplayName
FlangedNozzle,GraphicalStyleName,Flanged Nozzle Style,PnPGraphical
FrontFacingNozzle,BitwiseFlagValue,15,PnPClassFlagType
FrontFacingNozzle,DisplayName,Front Facing Nozzle,PnPClassDisplayName
FrontFacingNozzle,GraphicalStyleName,Front Facing Nozzle Style,PnPGraphical
SingleLineNozzle,BitwiseFlagValue,15,PnPClassFlagType
SingleLineNozzle,DisplayName,Single Line Nozzle,PnPClassDisplayName
SingleLineNozzle,GraphicalStyleName,Single Line Nozzle Style,PnPGraphical
NonEngineeringItems,AnnotationStyleName, ,PnPAnnotation
NonEngineeringItems,BitwiseFlagValue,3,PnPClassFlagType
NonEngineeringItems,DisplayName,Non Engineering Items,PnPClassDisplayName
NonEngineeringItems,GraphicalStyleName,Non Engineering Items Style,PnPGraphical
Actuators,BitwiseFlagValue,3,PnPClassFlagType
Actuators,DisplayName,Actuators,PnPClassDisplayName
Actuators,GraphicalStyleName,Actuators Style,PnPGraphical
BackPressureRegulator,BitwiseFlagValue,3,PnPClassFlagType
BackPressureRegulator,DisplayName,Back Pressure Regulator,PnPClassDisplayName
BackPressureRegulator,GraphicalStyleName,BackPressureRegulator Style,PnPGraphical
BackpressureRegulatorSelfContained,BitwiseFlagValue,4,PnPClassFlagType
BackpressureRegulatorSelfContained,DisplayName,Backpressure Regulator Self Contained,PnPClassDisplayName
BackpressureRegulatorSelfContained,GraphicalStyleName,ChangeMeStye,PnPGraphical
BackpressureRegulatorWithExternalPressureTap,BitwiseFlagValue,4,PnPClassFlagType
BackpressureRegulatorWithExternalPressureTap,DisplayName,Backpressure Regulator With External Pressure Tap,PnPClassDisplayName
BackpressureRegulatorWithExternalPressureTap,GraphicalStyleName,ChangeMeStye,PnPGraphical
BackPressureRegulatorWithExternalTap,BitwiseFlagValue,3,PnPClassFlagType
BackPressureRegulatorWithExternalTap,DisplayName,Back Pressure Regulator With External Tap,PnPClassDisplayName
BackPressureRegulatorWithExternalTap,GraphicalStyleName,BackPressureRegulatorWithExternalTap Style,PnPGraphical
CylinderOrPiston,BitwiseFlagValue,3,PnPClassFlagType
CylinderOrPiston,DisplayName,Piston Actuator,PnPClassDisplayName
CylinderOrPiston,GraphicalStyleName,Cylinder Or Piston Style,PnPGraphical
Diaphragm,BitwiseFlagValue,15,PnPClassFlagType
Diaphragm,DisplayName,Diaphragm Actuator,PnPClassDisplayName
Diaphragm,GraphicalStyleName,Diaphragm Style,PnPGraphical
DiaphragmSpring,BitwiseFlagValue,4,PnPClassFlagType
DiaphragmSpring,DisplayName,Diaphragm Spring,PnPClassDisplayName
DifferentialPressureReducingregulator,BitwiseFlagValue,7,PnPClassFlagType
DifferentialPressureReducingregulator,DisplayName,Differential Pressure Reducing Regulator,PnPClassDisplayName
DifferentialPressureReducingregulator,GraphicalStyleName,DifferentialPressureReducingRegulator Style,PnPGraphical
Digital,BitwiseFlagValue,4,PnPClassFlagType
Digital,DisplayName,Digital,PnPClassDisplayName
ElectroHydraulic,BitwiseFlagValue,7,PnPClassFlagType
ElectroHydraulic,DisplayName,Electro-Hydraulic,PnPClassDisplayName
ElectroHydraulic,GraphicalStyleName,Electro-Hydraulic Style,PnPGraphical
HandWheelWithActuator,BitwiseFlagValue,3,PnPClassFlagType
HandWheelWithActuator,DisplayName,Hand Wheel Actuator,PnPClassDisplayName
HandWheelWithActuator,GraphicalStyleName,Hand Wheel With Actuator Style,PnPGraphical
ManualOperator,BitwiseFlagValue,7,PnPClassFlagType
ManualOperator,DisplayName,Manual Actuator,PnPClassDisplayName
ManualOperator,GraphicalStyleName,Manual Operator Style,PnPGraphical
PositionerAndSolenoid,BitwiseFlagValue,3,PnPClassFlagType
PositionerAndSolenoid,DisplayName,Positioner And Solenoid,PnPClassDisplayName
PositionerAndSolenoid,GraphicalStyleName,PositionerAndSolenoid Style,PnPGraphical
PressureBalancedDiaphragm,BitwiseFlagValue,3,PnPClassFlagType
PressureBalancedDiaphragm,DisplayName,Pressure Balanced Diaphragm Actuator,PnPClassDisplayName
PressureBalancedDiaphragm,GraphicalStyleName,Pressure Balanced Diaphragm Style,PnPGraphical
PressureReducingRegulator,BitwiseFlagValue,3,PnPClassFlagType
PressureReducingRegulator,DisplayName,Pressure Reducing Regulator,PnPClassDisplayName
PressureReducingRegulator,GraphicalStyleName,PressureReducingRegulator Style,PnPGraphical
PressureReducingRegulatorWithExternalTap,BitwiseFlagValue,7,PnPClassFlagType
PressureReducingRegulatorWithExternalTap,DisplayName,Pressure Reducing Regulator With External Tap,PnPClassDisplayName
PressureReducingRegulatorWithExternalTap,GraphicalStyleName,PressureReducingRegulatorWithExternalTap Style,PnPGraphical
PressureReducingRegulatorWithIntegralOutlet,BitwiseFlagValue,4,PnPClassFlagType
PressureReducingRegulatorWithIntegralOutlet,DisplayName,Pressure Reducing Regulator With Integral Outlet,PnPClassDisplayName
PressureReducingRegulatorWithIntegralOutlet,GraphicalStyleName,ChangeMeStye,PnPGraphical
RotaryMotor,BitwiseFlagValue,15,PnPClassFlagType
RotaryMotor,DisplayName,Rotary Motor,PnPClassDisplayName
RotaryMotor,GraphicalStyleName,Motor Operated Style,PnPGraphical
Solenoid,BitwiseFlagValue,15,PnPClassFlagType
Solenoid,DisplayName,Solenoid,PnPClassDisplayName
Solenoid,GraphicalStyleName,Single Solenoid Style,PnPGraphical
SolenoidManualReset,BitwiseFlagValue,15,PnPClassFlagType
SolenoidManualReset,DisplayName,Solenoid Manual Reset,PnPClassDisplayName
SolenoidManualReset,GraphicalStyleName,Single Solenoid-Manual Reset Style,PnPGraphical
SolenoidRemoteReset,BitwiseFlagValue,15,PnPClassFlagType
SolenoidRemoteReset,DisplayName,Solenoid Remote Reset,PnPClassDisplayName
SolenoidRemoteReset,GraphicalStyleName,Single Solenoid-Remote Reset Style,PnPGraphical
Spring,BitwiseFlagValue,0,PnPClassFlagType
Spring,DisplayName,Spring,PnPClassDisplayName
TemperatureRegulatorFilledSystemType,BitwiseFlagValue,3,PnPClassFlagType
TemperatureRegulatorFilledSystemType,DisplayName,Temperature Regulator Filled System Type,PnPClassDisplayName
TemperatureRegulatorFilledSystemType,GraphicalStyleName,TemperatureRegulatorFilledSystemType Style,PnPGraphical
ThrottlingActuator,BitwiseFlagValue,4,PnPClassFlagType
ThrottlingActuator,DisplayName,Throttling Actuator,PnPClassDisplayName
ThrottlingActuator,GraphicalStyleName,ChangeMeStye,PnPGraphical
VelocityIncreased,BitwiseFlagValue,1,PnPClassFlagType
VelocityIncreased,DisplayName,Velocity Increased,PnPClassDisplayName
ValveWithMovementQuickBothDirections,BitwiseFlagValue,1,PnPClassFlagType
ValveWithMovementQuickBothDirections,DisplayName,Valve With Movement Quick Both Directions,PnPClassDisplayName
ValveIndicationOfTheDirectionUp,BitwiseFlagValue,1,PnPClassFlagType
ValveIndicationOfTheDirectionUp,DisplayName,Valve Indication Of The Direction Up,PnPClassDisplayName
ValveIndicationOfTheDirectionDown,BitwiseFlagValue,1,PnPClassFlagType
ValveIndicationOfTheDirectionDown,DisplayName,Valve Indication Of The Direction Down,PnPClassDisplayName
ValveWithRemainsPresetPosition,BitwiseFlagValue,1,PnPClassFlagType
ValveWithRemainsPresetPosition,DisplayName,Valve With Remains Preset Position,PnPClassDisplayName
ValveConnectionsOnValveBody,BitwiseFlagValue,1,PnPClassFlagType
ValveConnectionsOnValveBody,DisplayName,Valve Connections On Valve Body,PnPClassDisplayName
ValveConnectionForSealingMedia,BitwiseFlagValue,1,PnPClassFlagType
ValveConnectionForSealingMedia,DisplayName,Valve Connection For Sealing Media,PnPClassDisplayName
ValveConnectionForSuction,BitwiseFlagValue,1,PnPClassFlagType
ValveConnectionForSuction,DisplayName,Valve Connection For Suction,PnPClassDisplayName
ConnectionForNonCirculatingCooling,BitwiseFlagValue,1,PnPClassFlagType
ConnectionForNonCirculatingCooling,DisplayName,Connection For Non-Circulating Cooling,PnPClassDisplayName
ValveStemPenetratingWall,BitwiseFlagValue,1,PnPClassFlagType
ValveStemPenetratingWall,DisplayName,Valve Stem Penetrating Wall,PnPClassDisplayName
ValveWithCoupling,BitwiseFlagValue,1,PnPClassFlagType
ValveWithCoupling,DisplayName,Valve With Coupling,PnPClassDisplayName
ValveWithCouplinglocatedUnderFloor,BitwiseFlagValue,1,PnPClassFlagType
ValveWithCouplinglocatedUnderFloor,DisplayName,Valve With Coupling Located Under Floor,PnPClassDisplayName
MotorActuated,BitwiseFlagValue,1,PnPClassFlagType
MotorActuated,DisplayName,Motor Actuated,PnPClassDisplayName
FluidActuated,BitwiseFlagValue,1,PnPClassFlagType
FluidActuated,DisplayName,Fluid Actuated,PnPClassDisplayName
WeightForce,BitwiseFlagValue,1,PnPClassFlagType
WeightForce,DisplayName,Weight Force,PnPClassDisplayName
SafetyWeightLoaded,BitwiseFlagValue,1,PnPClassFlagType
SafetyWeightLoaded,DisplayName,Safety Weight Loaded,PnPClassDisplayName
SafetySpringLoaded,BitwiseFlagValue,1,PnPClassFlagType
SafetySpringLoaded,DisplayName,Safety Spring Loaded,PnPClassDisplayName
WeightAuxiliaryElectricMotor,BitwiseFlagValue,1,PnPClassFlagType
WeightAuxiliaryElectricMotor,DisplayName,Weight Auxiliary Electric Motor,PnPClassDisplayName
SpringAuxiliarySolenoid,BitwiseFlagValue,1,PnPClassFlagType
SpringAuxiliarySolenoid,DisplayName,Spring Auxiliary Solenoid,PnPClassDisplayName
ElectricMotorAuxiliaryPiston,BitwiseFlagValue,1,PnPClassFlagType
ElectricMotorAuxiliaryPiston,DisplayName,Electric Motor Auxiliary Piston,PnPClassDisplayName
ElectricMotorAuxiliaryActuator,BitwiseFlagValue,1,PnPClassFlagType
ElectricMotorAuxiliaryActuator,DisplayName,Electric Motor Auxiliary Actuator,PnPClassDisplayName
ElectricMotorsQuickClosingActuator,BitwiseFlagValue,1,PnPClassFlagType
ElectricMotorsQuickClosingActuator,DisplayName,Electric Motors Quick Closing Actuator,PnPClassDisplayName
Annotation,BitwiseFlagValue,3,PnPClassFlagType
Annotation,DisplayName,Annotation,PnPClassDisplayName
Annotation,GraphicalStyleName,Annotation Style,PnPGraphical
ClosedDrainNoPID,BitwiseFlagValue,3,PnPClassFlagType
ClosedDrainNoPID,DisplayName,Closed Drain No PID,PnPClassDisplayName
ClosedDrainNoPID,GraphicalStyleName,Closed Drain No PID Style,PnPGraphical
Connectors,BitwiseFlagValue,3,PnPClassFlagType
Connectors,DisplayName,Connectors,PnPClassDisplayName
Connectors,GraphicalStyleName,Connectors Style,PnPGraphical
ClosedDrain,BitwiseFlagValue,3,PnPClassFlagType
ClosedDrain,DisplayName,Closed Drain,PnPClassDisplayName
ClosedDrain,GraphicalStyleName,Closed Drain Style,PnPGraphical
InletOutletFlowArrow,BitwiseFlagValue,0,PnPClassFlagType
InletOutletFlowArrow,DisplayName,Inlet Outlet Flow Arrow,PnPClassDisplayName
LinesAndInstrumentSignalConnector,BitwiseFlagValue,3,PnPClassFlagType
LinesAndInstrumentSignalConnector,DisplayName,Lines and Instrument Signal Connector,PnPClassDisplayName
LinesAndInstrumentSignalConnector,GraphicalStyleName,Lines And Instrument Signal Connector Style,PnPGraphical
OffPageConnector,BitwiseFlagValue,3,PnPClassFlagType
OffPageConnector,DisplayName,Off Page Connector,PnPClassDisplayName
OffPageConnector,GraphicalStyleName,Off Page Connector Style,PnPGraphical
OpenDrain,BitwiseFlagValue,3,PnPClassFlagType
OpenDrain,DisplayName,Open Drain,PnPClassDisplayName
OpenDrain,GraphicalStyleName,Open Drain Style,PnPGraphical
UtilityConnector,BitwiseFlagValue,3,PnPClassFlagType
UtilityConnector,DisplayName,Utility Connector,PnPClassDisplayName
UtilityConnector,GraphicalStyleName,Utility Connector Style,PnPGraphical
FlowArrow,BitwiseFlagValue,3,PnPClassFlagType
FlowArrow,DisplayName,Flow Arrow,PnPClassDisplayName
FlowArrow,GraphicalStyleName,Flow Arrow Style,PnPGraphical
FlowArrow,HasFlowDirection,true,PnPClassBooleanType
Flag,BitwiseFlagValue,1,PnPClassFlagType
Flag,DisplayName,Flag,PnPClassDisplayName
Flag,HasFlowDirection,false,PnPClassBooleanType
Gap,BitwiseFlagValue,3,PnPClassFlagType
Gap,DisplayName,Gap,PnPClassDisplayName
Gap,GraphicalStyleName,Gap Style,PnPGraphical
LineBreakers,BitwiseFlagValue,14,PnPClassFlagType
LineBreakers,DisplayName,Line Breakers,PnPClassDisplayName
GeneralLimit,BitwiseFlagValue,8,PnPClassFlagType
GeneralLimit,DisplayName,General Limit,PnPClassDisplayName
SegmentBreaker,BitwiseFlagValue,3,PnPClassFlagType
SegmentBreaker,DisplayName,Segment Breaker,PnPClassDisplayName
SegmentBreaker,GraphicalStyleName,Segment Breaker Style,PnPGraphical
Pins,BitwiseFlagValue,1,PnPClassFlagType
Pins,DisplayName,Pins,PnPClassDisplayName
OpenPin,BitwiseFlagValue,1,PnPClassFlagType
OpenPin,DisplayName,Open Pin,PnPClassDisplayName
ClosedPin,BitwiseFlagValue,1,PnPClassFlagType
ClosedPin,DisplayName,Closed Pin,PnPClassDisplayName
OpenDrainNoPID,BitwiseFlagValue,3,PnPClassFlagType
OpenDrainNoPID,DisplayName,Open Drain No PID,PnPClassDisplayName
OpenDrainNoPID,GraphicalStyleName,Open Drain No PID Style,PnPGraphical
TieInSymbol,BitwiseFlagValue,3,PnPClassFlagType
TieInSymbol,DisplayName,Tie In,PnPClassDisplayName
TieInSymbol,GraphicalStyleName,Tie In Symbol Style,PnPGraphical
PipeLineGroup,BitwiseFlagValue,3,PnPClassFlagType
PipeLineGroup,DisplayName,Pipe Line Groups,PnPClassDisplayName
PipeLineGroup,TagFormatName,Line Number,PnPTagFormat
SignalLineGroup,BitwiseFlagValue,3,PnPClassFlagType
SignalLineGroup,DisplayName,Signal Line Groups,PnPClassDisplayName
FileNameFormat,ISSYSTEM,TRUE,String
GateValve,AnnotationStyleName,Valve Label,PnPAnnotation
GateValve,TagFormatName,Hand Valve Tag [Code-Number],PnPTagFormat
Vessel,TagFormatName,VesselName,PnPTagFormat
FIELDCS2,DisplayName,FIELDCS2,PnPClassDisplayName
FIELDCS2,BitwiseFlagValue,3,PnPClassFlagType
FIELDCS2,GraphicalStyleName,FIELDDCS2,PnPGraphical
CentrifugalPump,GraphicalStyleName,Centrifugal Pump,PnPGraphical
FIELDDCS3,DisplayName,FIELDDCS3,PnPClassDisplayName
FIELDDCS3,BitwiseFlagValue,3,PnPClassFlagType
FIELDDCS3,GraphicalStyleName,FIELDDCS3,PnPGraphical
General1HeatExchanger,GraphicalStyleName,GENERAL HEAT EXCHANGER,PnPGraphical
